year,state,state_po,district,dem_share,rep_share,margin,winner,margin_abs,competitive,district_id
2012,CALIFORNIA,CA,5,0.7447112331462427,0.2552887668537573,-0.48942246629248537,D,0.48942246629248537,False,CA-05
2012,CALIFORNIA,CA,6,0.7505243538419137,0.24947564615808626,-0.5010487076838275,D,0.5010487076838275,False,CA-06
2012,CALIFORNIA,CA,7,0.5168154092158176,0.4831845907841824,-0.03363081843163518,D,0.03363081843163518,True,CA-07
2012,CALIFORNIA,CA,9,0.5555409546783557,0.44445904532164426,-0.11108190935671147,D,0.11108190935671147,False,CA-09
2012,CALIFORNIA,CA,10,0.4729181305837982,0.5270818694162018,0.05416373883240361,R,0.05416373883240361,True,CA-10
2012,CALIFORNIA,CA,11,0.6973172756609548,0.30268272433904525,-0.39463455132190955,D,0.39463455132190955,False,CA-11
2012,CALIFORNIA,CA,12,0.850838567744402,0.149161432255598,-0.7016771354888041,D,0.7016771354888041,False,CA-12
2012,CALIFORNIA,CA,14,0.7891653728661971,0.21083462713380285,-0.5783307457323943,D,0.5783307457323943,False,CA-14
2012,CALIFORNIA,CA,16,0.5740861308918277,0.42591386910817225,-0.14817226178365545,D,0.14817226178365545,False,CA-16
2012,CALIFORNIA,CA,17,0.7354471964859178,0.26455280351408217,-0.47089439297183566,D,0.47089439297183566,False,CA-17
2012,CALIFORNIA,CA,18,0.7048924599415767,0.2951075400584234,-0.4097849198831533,D,0.4097849198831533,False,CA-18
2012,CALIFORNIA,CA,19,0.7323577587957385,0.2676422412042615,-0.464715517591477,D,0.464715517591477,False,CA-19
2012,CALIFORNIA,CA,20,0.7406855567258372,0.25931444327416275,-0.4813711134516745,D,0.4813711134516745,False,CA-20
2012,CALIFORNIA,CA,21,0.4224091225716571,0.5775908774283429,0.15518175485668584,R,0.15518175485668584,False,CA-21
2012,CALIFORNIA,CA,22,0.38120322892760156,0.6187967710723985,0.23759354214479694,R,0.23759354214479694,False,CA-22
2012,CALIFORNIA,CA,24,0.5509727763229583,0.4490272236770418,-0.10194555264591648,D,0.10194555264591648,False,CA-24
2012,CALIFORNIA,CA,25,0.4522117721652753,0.5477882278347247,0.09557645566944939,R,0.09557645566944939,True,CA-25
2012,CALIFORNIA,CA,26,0.526917612290905,0.47308238770909505,-0.05383522458180989,D,0.05383522458180989,True,CA-26
2012,CALIFORNIA,CA,27,0.639775443138817,0.36022455686118304,-0.2795508862776339,D,0.2795508862776339,False,CA-27
2012,CALIFORNIA,CA,28,0.7648746914405924,0.23512530855940755,-0.5297493828811848,D,0.5297493828811848,False,CA-28
2012,CALIFORNIA,CA,32,0.6570003839861975,0.34299961601380247,-0.31400076797239507,D,0.31400076797239507,False,CA-32
2012,CALIFORNIA,CA,34,0.8561561988761648,0.14384380112383527,-0.7123123977523296,D,0.7123123977523296,False,CA-34
2012,CALIFORNIA,CA,36,0.5293933948938705,0.47060660510612945,-0.058786789787741045,D,0.058786789787741045,True,CA-36
2012,CALIFORNIA,CA,37,0.8641748059103431,0.1358251940896569,-0.7283496118206862,D,0.7283496118206862,False,CA-37
2012,CALIFORNIA,CA,38,0.6754476095719406,0.32455239042805933,-0.3508952191438813,D,0.3508952191438813,False,CA-38
2012,CALIFORNIA,CA,39,0.4221187695214056,0.5778812304785944,0.15576246095718882,R,0.15576246095718882,False,CA-39
2012,CALIFORNIA,CA,41,0.5896773165121946,0.41032268348780543,-0.17935463302438914,D,0.17935463302438914,False,CA-41
2012,CALIFORNIA,CA,42,0.39405993105277115,0.6059400689472288,0.2118801378944577,R,0.2118801378944577,False,CA-42
2012,CALIFORNIA,CA,45,0.41541992490562046,0.5845800750943795,0.16916015018875902,R,0.16916015018875902,False,CA-45
2012,CALIFORNIA,CA,46,0.6387477889396923,0.3612522110603077,-0.2774955778793846,D,0.2774955778793846,False,CA-46
2012,CALIFORNIA,CA,47,0.5655922299706102,0.4344077700293898,-0.1311844599412204,D,0.1311844599412204,False,CA-47
2012,CALIFORNIA,CA,48,0.3902141809694942,0.6097858190305058,0.2195716380610116,R,0.2195716380610116,False,CA-48
2012,CALIFORNIA,CA,49,0.4183738866352533,0.5816261133647467,0.16325222672949335,R,0.16325222672949335,False,CA-49
2012,CALIFORNIA,CA,50,0.32310205851494234,0.6768979414850577,0.3537958829701153,R,0.3537958829701153,False,CA-50
2012,CALIFORNIA,CA,51,0.7147768478901868,0.2852231521098132,-0.4295536957803736,D,0.4295536957803736,False,CA-51
2012,CALIFORNIA,CA,52,0.5118144030279477,0.4881855969720523,-0.023628806055895346,D,0.023628806055895346,True,CA-52
2012,CALIFORNIA,CA,53,0.6143149451933793,0.3856850548066208,-0.22862989038675846,D,0.22862989038675846,False,CA-53
2012,COLORADO,CO,1,0.6822865512190919,0.2677033973751472,-0.4145831538439447,D,0.4145831538439447,False,CO-01
2012,COLORADO,CO,2,0.5568527918781726,0.3857844300014232,-0.1710683618767494,D,0.1710683618767494,False,CO-02
2012,COLORADO,CO,3,0.410713411490956,0.5336000023038356,0.12288659081287961,R,0.12288659081287961,False,CO-03
2012,COLORADO,CO,4,0.3674752290147691,0.5842388764255001,0.216763647410731,R,0.216763647410731,False,CO-04
2012,COLORADO,CO,6,0.45765702187720536,0.4780732195244289,0.020416197647223522,R,0.020416197647223522,True,CO-06
2012,COLORADO,CO,7,0.5351203918233276,0.4078540634073379,-0.12726632841598973,D,0.12726632841598973,False,CO-07
2012,CONNECTICUT,CT,1,0.6491596002167905,0.2771181676490687,-0.3720414325677218,D,0.3720414325677218,False,CT-01
2012,CONNECTICUT,CT,2,0.6336767460529836,0.2946982873963072,-0.3389784586566764,D,0.3389784586566764,False,CT-02
2012,CONNECTICUT,CT,3,0.6768359875180655,0.2530921624024634,-0.4237438251156021,D,0.4237438251156021,False,CT-03
2012,CONNECTICUT,CT,4,0.5702172905477249,0.4004437143869789,-0.16977357616074595,D,0.16977357616074595,False,CT-04
2012,CONNECTICUT,CT,5,0.4833278900957659,0.4527614773297935,-0.030566412765972384,D,0.030566412765972384,True,CT-05
2012,DELAWARE,DE,1,0.6440592796456209,0.3343744121383604,-0.30968486750726054,D,0.30968486750726054,False,DE-01
2012,FLORIDA,FL,1,0.2713445069090527,0.695984167848824,0.4246396609397713,R,0.4246396609397713,False,FL-01
2012,FLORIDA,FL,2,0.47235690013724163,0.5269598882889146,0.05460298815167297,R,0.05460298815167297,True,FL-02
2012,FLORIDA,FL,3,0.3246058371268639,0.6472951097510367,0.32268927262417274,R,0.32268927262417274,False,FL-03
2012,FLORIDA,FL,5,0.7076718446385513,0.26267587580298196,-0.4449959688355693,D,0.4449959688355693,False,FL-05
2012,FLORIDA,FL,6,0.42776630817255606,0.5722336918274439,0.14446738365488782,R,0.14446738365488782,False,FL-06
2012,FLORIDA,FL,7,0.4128951615455207,0.5870637005158065,0.17416853897028578,R,0.17416853897028578,False,FL-07
2012,FLORIDA,FL,8,0.37508347448761714,0.5887838949410877,0.2137004204534706,R,0.2137004204534706,False,FL-08
2012,FLORIDA,FL,9,0.6251862580427455,0.3748137419572545,-0.25037251608549105,D,0.25037251608549105,False,FL-09
2012,FLORIDA,FL,10,0.48252892993034197,0.5173265382428072,0.0347976083124652,R,0.0347976083124652,True,FL-10
2012,FLORIDA,FL,11,0.35522923968665016,0.6447707603133499,0.28954152062669974,R,0.28954152062669974,False,FL-11
2012,FLORIDA,FL,12,0.3294393443318078,0.6348423676503103,0.3054030233185025,R,0.3054030233185025,False,FL-12
2012,FLORIDA,FL,13,0.4243002061655336,0.5756997938344663,0.15139958766893274,R,0.15139958766893274,False,FL-13
2012,FLORIDA,FL,14,0.7024957145555433,0.29750428544445673,-0.40499142911108654,D,0.40499142911108654,False,FL-14
2012,FLORIDA,FL,16,0.4638789260791346,0.5361210739208654,0.07224214784173077,R,0.07224214784173077,True,FL-16
2012,FLORIDA,FL,17,0.4136736270043151,0.5862838599051958,0.17261023290088073,R,0.17261023290088073,False,FL-17
2012,FLORIDA,FL,18,0.5027958810276262,0.49703778748884825,-0.005758093538777931,D,0.005758093538777931,True,FL-18
2012,FLORIDA,FL,19,0.3583940747707501,0.6199316822112496,0.26153760744049953,R,0.26153760744049953,False,FL-19
2012,FLORIDA,FL,22,0.546269057178723,0.45373094282127696,-0.09253811435744602,D,0.09253811435744602,True,FL-22
2012,FLORIDA,FL,23,0.6324837526776314,0.3561558290672766,-0.27632792361035474,D,0.27632792361035474,False,FL-23
2012,FLORIDA,FL,26,0.536431093031622,0.4301916926592267,-0.10623940037239527,D,0.10623940037239527,False,FL-26
2012,FLORIDA,FL,27,0.3693775497347624,0.6016744072884942,0.2322968575537318,R,0.2322968575537318,False,FL-27
2012,GEORGIA,GA,1,0.37021796618318775,0.6297820338168122,0.25956406763362444,R,0.25956406763362444,False,GA-01
2012,GEORGIA,GA,2,0.6378365032273741,0.36216349677262594,-0.2756730064547481,D,0.2756730064547481,False,GA-02
2012,GEORGIA,GA,4,0.7356799177180858,0.26432008228191417,-0.47135983543617166,D,0.47135983543617166,False,GA-04
2012,GEORGIA,GA,5,0.8439306358381503,0.15606936416184972,-0.6878612716763006,D,0.6878612716763006,False,GA-05
2012,GEORGIA,GA,6,0.35494194548929714,0.6450580545107029,0.2901161090214057,R,0.2901161090214057,False,GA-06
2012,GEORGIA,GA,7,0.37838105892901064,0.6216189410709894,0.24323788214197872,R,0.24323788214197872,False,GA-07
2012,GEORGIA,GA,9,0.23815699198502496,0.7618430080149751,0.5236860160299501,R,0.5236860160299501,False,GA-09
2012,GEORGIA,GA,11,0.3144670942952308,0.6855329057047692,0.3710658114095384,R,0.3710658114095384,False,GA-11
2012,GEORGIA,GA,12,0.537000088761621,0.46299991123837897,-0.074000177523242,D,0.074000177523242,True,GA-12
2012,GEORGIA,GA,13,0.7174448919861617,0.28255510801383826,-0.4348897839723234,D,0.4348897839723234,False,GA-13
2012,GEORGIA,GA,14,0.27028814920252564,0.7297118507974744,0.4594237015949487,R,0.4594237015949487,False,GA-14
2012,HAWAII,HI,1,0.5347307642879436,0.44439956672602765,-0.09033119756191599,D,0.09033119756191599,True,HI-01
2012,HAWAII,HI,2,0.7684271010520651,0.18563682547210683,-0.5827902755799583,D,0.5827902755799583,False,HI-02
2012,IDAHO,ID,1,0.3076811356259709,0.6295765398264735,0.32189540420050267,R,0.32189540420050267,False,ID-01
2012,IDAHO,ID,2,0.34803481384264695,0.6512273386625808,0.3031925248199338,R,0.3031925248199338,False,ID-02
2012,ILLINOIS,IL,1,0.7382216902918552,0.2617751929286507,-0.47644649736320455,D,0.47644649736320455,False,IL-01
2012,ILLINOIS,IL,2,0.6325005374321492,0.23215389369592088,-0.4003466437362283,D,0.4003466437362283,False,IL-02
2012,ILLINOIS,IL,3,0.684818870283038,0.3151527203954578,-0.36966614988758023,D,0.36966614988758023,False,IL-03
2012,ILLINOIS,IL,4,0.8300219925362441,0.16995308674279946,-0.6600689057934446,D,0.6600689057934446,False,IL-04
2012,ILLINOIS,IL,5,0.6573377173354242,0.2858564153015974,-0.37148130203382684,D,0.37148130203382684,False,IL-05
2012,ILLINOIS,IL,6,0.40778648939530066,0.5922135106046994,0.18442702120939874,R,0.18442702120939874,False,IL-06
2012,ILLINOIS,IL,7,0.8464014523364812,0.10985389355351127,-0.73654755878297,D,0.73654755878297,False,IL-07
2012,ILLINOIS,IL,8,0.547421645206295,0.45257835479370495,-0.09484329041259004,D,0.09484329041259004,True,IL-08
2012,ILLINOIS,IL,9,0.6632551300683782,0.33669721960334503,-0.3265579104650332,D,0.3265579104650332,False,IL-09
2012,ILLINOIS,IL,10,0.5062884282332655,0.49371157176673447,-0.012576856466531006,D,0.012576856466531006,True,IL-10
2012,ILLINOIS,IL,11,0.5856505239977192,0.4142747596295641,-0.1713757643681551,D,0.1713757643681551,False,IL-11
2012,ILLINOIS,IL,12,0.5165340238000454,0.42738090929728345,-0.08915311450276198,D,0.08915311450276198,True,IL-12
2012,ILLINOIS,IL,13,0.46208876131596377,0.4654924673471814,0.003403706031217646,R,0.003403706031217646,True,IL-13
2012,ILLINOIS,IL,14,0.41182100584857295,0.588178994151427,0.1763579883028541,R,0.1763579883028541,False,IL-14
2012,ILLINOIS,IL,15,0.3139392605780547,0.6860607394219452,0.3721214788438905,R,0.3721214788438905,False,IL-15
2012,ILLINOIS,IL,16,0.3818592947737087,0.6181407052262913,0.23628141045258255,R,0.23628141045258255,False,IL-16
2012,ILLINOIS,IL,17,0.5327542589038766,0.4671798057336003,-0.06557445317027633,D,0.06557445317027633,True,IL-17
2012,ILLINOIS,IL,18,0.2583616225415692,0.7416383774584308,0.48327675491686156,R,0.48327675491686156,False,IL-18
2012,INDIANA,IN,1,0.6728319846326971,0.3271680153673029,-0.3456639692653942,D,0.3456639692653942,False,IN-01
2012,INDIANA,IN,2,0.4757765792119938,0.4901106134015906,0.014334034189596834,R,0.014334034189596834,True,IN-02
2012,INDIANA,IN,3,0.32959123592698986,0.6704087640730102,0.34081752814602034,R,0.34081752814602034,False,IN-03
2012,INDIANA,IN,4,0.34163030543435147,0.6195660158373367,0.27793571040298526,R,0.27793571040298526,False,IN-04
2012,INDIANA,IN,5,0.3760120470723754,0.5836650577905501,0.2076530107181747,R,0.2076530107181747,False,IN-05
2012,INDIANA,IN,6,0.35123322906562326,0.5907764856332174,0.23954325656759412,R,0.23954325656759412,False,IN-06
2012,INDIANA,IN,7,0.6285016476061253,0.3714983523938748,-0.25700329521225046,D,0.25700329521225046,False,IN-07
2012,INDIANA,IN,8,0.4307339643370236,0.5335819318854053,0.10284796754838166,R,0.10284796754838166,False,IN-08
2012,INDIANA,IN,9,0.44552954591186533,0.5544704540881347,0.10894090817626934,R,0.10894090817626934,False,IN-09
2012,IOWA,IA,1,0.5690739902110534,0.41567203702708716,-0.15340195318396627,D,0.15340195318396627,False,IA-01
2012,IOWA,IA,2,0.5556697921447774,0.4248298472231329,-0.13083994492164452,D,0.13083994492164452,False,IA-02
2012,IOWA,IA,3,0.4359195743998842,0.5221770128372824,0.08625743843739814,R,0.08625743843739814,True,IA-03
2012,IOWA,IA,4,0.44847214614047204,0.529431067288023,0.08095892114755099,R,0.08095892114755099,True,IA-04
2012,KANSAS,KS,2,0.3872251615495135,0.5701489183502543,0.1829237568007408,R,0.1829237568007408,False,KS-02
2012,KANSAS,KS,4,0.31580939433497346,0.6221719282254887,0.30636253389051527,R,0.30636253389051527,False,KS-04
2012,KENTUCKY,KY,1,0.3036652678866814,0.6963347321133186,0.39266946422663723,R,0.39266946422663723,False,KY-01
2012,KENTUCKY,KY,2,0.317220929120301,0.6430365575855485,0.3258156284652475,R,0.3258156284652475,False,KY-02
2012,KENTUCKY,KY,3,0.6396440791431122,0.34542050976891797,-0.2942235693741942,D,0.2942235693741942,False,KY-03
2012,KENTUCKY,KY,4,0.3497615580876558,0.6212714230373626,0.2715098649497068,R,0.2715098649497068,False,KY-04
2012,KENTUCKY,KY,5,0.22103207031950728,0.7789679296804927,0.5579358593609853,R,0.5579358593609853,False,KY-05
2012,KENTUCKY,KY,6,0.4667920792079208,0.5056831683168317,0.03889108910891087,R,0.03889108910891087,True,KY-06
2012,LOUISIANA,LA,1,0.21246857890568507,0.7518336145449537,0.5393650356392686,R,0.5393650356392686,False,LA-01
2012,LOUISIANA,LA,2,0.8018576390097232,0.17450949003667948,-0.6273481489730437,D,0.6273481489730437,False,LA-02
2012,LOUISIANA,LA,3,0.21538698686226088,0.7725221825795698,0.557135195717309,R,0.557135195717309,False,LA-03
2012,MAINE,ME,1,0.6208397357603457,0.33736522070315067,-0.283474515057195,D,0.283474515057195,False,ME-01
2012,MAINE,ME,2,0.5567070262977308,0.399938355606732,-0.1567686706909988,D,0.1567686706909988,False,ME-02
2012,MARYLAND,MD,1,0.2747868308858361,0.6341899573661771,0.359403126480341,R,0.359403126480341,False,MD-01
2012,MARYLAND,MD,2,0.6558356423599379,0.31111373927147395,-0.3447219030884639,D,0.3447219030884639,False,MD-02
2012,MARYLAND,MD,3,0.6682538243413504,0.2955958719310696,-0.37265795241028077,D,0.37265795241028077,False,MD-03
2012,MARYLAND,MD,4,0.7716717173014201,0.20724723285138294,-0.5644244844500372,D,0.5644244844500372,False,MD-04
2012,MARYLAND,MD,5,0.6940201268105404,0.27709557326508055,-0.4169245535454598,D,0.4169245535454598,False,MD-05
2012,MARYLAND,MD,6,0.5876969397413656,0.37898038759614794,-0.20871655214521767,D,0.20871655214521767,False,MD-06
2012,MARYLAND,MD,7,0.7651520298439247,0.20815705118307198,-0.5569949786608528,D,0.5569949786608528,False,MD-07
2012,MARYLAND,MD,8,0.6337281795511222,0.3292965017363134,-0.30443167781480873,D,0.30443167781480873,False,MD-08
2012,MASSACHUSETTS,MA,3,0.6329813106701958,0.3263754397796551,-0.3066058708905407,D,0.3066058708905407,False,MA-03
2012,MASSACHUSETTS,MA,4,0.593124353414774,0.34824745252121336,-0.24487690089356062,D,0.24487690089356062,False,MA-04
2012,MASSACHUSETTS,MA,5,0.7069997062061883,0.22774237303027725,-0.4792573331759111,D,0.4792573331759111,False,MA-05
2012,MASSACHUSETTS,MA,6,0.46412997752993446,0.45302319854714096,-0.011106778982793497,D,0.011106778982793497,True,MA-06
2012,MASSACHUSETTS,MA,8,0.7102589764698919,0.22126265153594085,-0.48899632493395107,D,0.48899632493395107,False,MA-08
2012,MASSACHUSETTS,MA,9,0.5514633267582342,0.30205106804320386,-0.2494122587150303,D,0.2494122587150303,False,MA-09
2012,MICHIGAN,MI,1,0.4759694211280065,0.4813895924642041,0.005420171336197599,R,0.005420171336197599,True,MI-01
2012,MICHIGAN,MI,2,0.34239490742049916,0.611602836612027,0.2692079291915278,R,0.2692079291915278,False,MI-02
2012,MICHIGAN,MI,3,0.441665670598836,0.5261536764097424,0.08448800581090643,R,0.08448800581090643,True,MI-03
2012,MICHIGAN,MI,4,0.3355051462059313,0.6307289686178899,0.29522382241195855,R,0.29522382241195855,False,MI-04
2012,MICHIGAN,MI,5,0.6498064492678997,0.31480314769829104,-0.3350033015696086,D,0.3350033015696086,False,MI-05
2012,MICHIGAN,MI,6,0.42612684296747017,0.545924019034246,0.11979717606677587,R,0.11979717606677587,False,MI-06
2012,MICHIGAN,MI,7,0.4302494112912607,0.5334314252567839,0.10318201396552318,R,0.10318201396552318,False,MI-07
2012,MICHIGAN,MI,8,0.3728604798089574,0.5860445031792125,0.2131840233702551,R,0.2131840233702551,False,MI-08
2012,MICHIGAN,MI,9,0.6191405091961247,0.3402151098673054,-0.2789253993288193,D,0.2789253993288193,False,MI-09
2012,MICHIGAN,MI,10,0.29741458011271654,0.6879693985612212,0.39055481844850465,R,0.39055481844850465,False,MI-10
2012,MICHIGAN,MI,11,0.44362384437327407,0.5075906282197694,0.06396678384649535,R,0.06396678384649535,True,MI-11
2012,MICHIGAN,MI,12,0.6794121977426438,0.28967837530503754,-0.3897338224376063,D,0.3897338224376063,False,MI-12
2012,MICHIGAN,MI,13,0.8278608365286524,0.13638090547718718,-0.6914799310514652,D,0.6914799310514652,False,MI-13
2012,MICHIGAN,MI,14,0.8225565098907516,0.1563146305262902,-0.6662418793644613,D,0.6662418793644613,False,MI-14
2012,MINNESOTA,MN,1,0.575238180302489,0.4232583065380493,-0.15197987376443967,D,0.15197987376443967,False,MN-01
2012,MINNESOTA,MN,4,0.622674149618812,0.31512021862634376,-0.3075539309924682,D,0.3075539309924682,False,MN-04
2012,MINNESOTA,MN,5,0.7446735365898701,0.25216141194252906,-0.49251212464734107,D,0.49251212464734107,False,MN-05
2012,MINNESOTA,MN,7,0.6038018658265563,0.34847180501624053,-0.25533006081031573,D,0.25533006081031573,False,MN-07
2012,MISSISSIPPI,MS,1,0.3689666437024746,0.6040552822493265,0.23508863854685186,R,0.23508863854685186,False,MS-01
2012,MISSISSIPPI,MS,2,0.6712943880291278,0.3096389003384919,-0.3616554876906359,D,0.3616554876906359,False,MS-02
2012,MISSISSIPPI,MS,4,0.2884890271588329,0.6411264329157207,0.3526374057568878,R,0.3526374057568878,False,MS-04
2012,MISSOURI,MO,1,0.7866716776820922,0.1786113810730424,-0.6080602966090498,D,0.6080602966090498,False,MO-01
2012,MISSOURI,MO,2,0.3708270798685758,0.6007661339390743,0.22993905407049847,R,0.22993905407049847,False,MO-02
2012,MISSOURI,MO,3,0.3285872600735848,0.6349069846476646,0.3063197245740798,R,0.3063197245740798,False,MO-03
2012,MISSOURI,MO,4,0.3549163380113767,0.6031475607345563,0.24823122272317966,R,0.24823122272317966,False,MO-04
2012,MISSOURI,MO,5,0.6052117893769905,0.36909488671731,-0.2361169026596805,D,0.2361169026596805,False,MO-05
2012,MISSOURI,MO,6,0.3251630265397617,0.6500263719402556,0.3248633454004939,R,0.3248633454004939,False,MO-06
2012,MISSOURI,MO,7,0.3090230281734329,0.6386553303633055,0.32963230218987255,R,0.32963230218987255,False,MO-07
2012,MISSOURI,MO,8,0.24552999257634217,0.7193391280031692,0.47380913542682707,R,0.47380913542682707,False,MO-08
2012,MONTANA,MT,1,0.42718764330679115,0.5325134447825906,0.1053258014757994,R,0.1053258014757994,False,MT-01
2012,NEBRASKA,NE,1,0.31709326617075695,0.682906733829243,0.3658134676584861,R,0.3658134676584861,False,NE-01
2012,NEBRASKA,NE,2,0.4920430286921143,0.5079569713078856,0.015913942615771337,R,0.015913942615771337,True,NE-02
2012,NEBRASKA,NE,3,0.2582858771058495,0.7417141228941505,0.483428245788301,R,0.483428245788301,False,NE-03
2012,NEVADA,NV,1,0.6356998627829404,0.3152701391135555,-0.32042972366938494,D,0.32042972366938494,False,NV-01
2012,NEVADA,NV,2,0.36247774907709746,0.5763495340185966,0.2138717849414991,R,0.2138717849414991,False,NV-02
2012,NEVADA,NV,3,0.42867207538446295,0.503605200295021,0.07493312491055804,R,0.07493312491055804,True,NV-03
2012,NEVADA,NV,4,0.5010603263310214,0.42105766511983767,-0.08000266121118371,D,0.08000266121118371,True,NV-04
2012,NEW HAMPSHIRE,NH,1,0.4975045069589765,0.4598518355351253,-0.0376526714238512,D,0.0376526714238512,True,NH-01
2012,NEW HAMPSHIRE,NH,2,0.5017131306425129,0.4534075887538012,-0.04830554188871167,D,0.04830554188871167,True,NH-02
2012,NEW JERSEY,NJ,1,0.6821946136218515,0.2996865671158016,-0.3825080465060499,D,0.3825080465060499,False,NJ-01
2012,NEW JERSEY,NJ,2,0.4028865080655484,0.5765993586306384,0.17371285056509,R,0.17371285056509,False,NJ-02
2012,NEW JERSEY,NJ,3,0.448540223613513,0.5371564030715261,0.08861617945801314,R,0.08861617945801314,True,NJ-03
2012,NEW JERSEY,NJ,4,0.35262712777594557,0.6372144053656036,0.284587277589658,R,0.284587277589658,False,NJ-04
2012,NEW JERSEY,NJ,5,0.4274388821536874,0.5503185257465396,0.1228796435928522,R,0.1228796435928522,False,NJ-05
2012,NEW JERSEY,NJ,6,0.6333803486926114,0.3520309800615929,-0.2813493686310185,D,0.2813493686310185,False,NJ-06
2012,NEW JERSEY,NJ,7,0.4004262727169191,0.5716024274766933,0.1711761547597742,R,0.1711761547597742,False,NJ-07
2012,NEW JERSEY,NJ,8,0.7798617319268133,0.1893021038202515,-0.5905596281065618,D,0.5905596281065618,False,NJ-08
2012,NEW JERSEY,NJ,9,0.7396528462338677,0.2502623414026975,-0.48939050483117025,D,0.48939050483117025,False,NJ-09
2012,NEW JERSEY,NJ,10,0.875575936712162,0.1054985655915848,-0.7700773711205773,D,0.7700773711205773,False,NJ-10
2012,NEW JERSEY,NJ,11,0.3998496090157136,0.588128794064397,0.1882791850486834,R,0.1882791850486834,False,NJ-11
2012,NEW JERSEY,NJ,12,0.6922056433095948,0.2948705800027699,-0.3973350633068249,D,0.3973350633068249,False,NJ-12
2012,NEW MEXICO,NM,1,0.5906124934748564,0.4077235949190882,-0.18288889855576823,D,0.18288889855576823,False,NM-01
2012,NEW MEXICO,NM,2,0.40867348069973175,0.5905593862935946,0.18188590559386286,R,0.18188590559386286,False,NM-02
2012,NEW MEXICO,NM,3,0.6312467182181861,0.36875328178181394,-0.2624934364363722,D,0.2624934364363722,False,NM-03
2012,NEW YORK,NY,1,0.45558392004834036,0.36213838100604934,-0.09344553904229103,D,0.09344553904229103,True,NY-01
2012,NEW YORK,NY,2,0.34350260454986903,0.4270394949821949,0.08353689043232587,R,0.08353689043232587,True,NY-02
2012,NEW YORK,NY,3,0.47674957717599276,0.3214605222774379,-0.15528905489855488,D,0.15528905489855488,False,NY-03
2012,NEW YORK,NY,4,0.5095096900001336,0.2837614029464011,-0.22574828705373245,D,0.22574828705373245,False,NY-04
2012,NEW YORK,NY,5,0.7475680153936608,0.07961854365991412,-0.6679494717337466,D,0.6679494717337466,False,NY-05
2012,NEW YORK,NY,6,0.5751021761924122,0.24603599169751567,-0.32906618449489655,D,0.32906618449489655,False,NY-06
2012,NEW YORK,NY,8,0.7562126521422646,0.06703993364142671,-0.6891727185008379,D,0.6891727185008379,False,NY-08
2012,NEW YORK,NY,9,0.7456069502044301,0.08745924999058408,-0.658147700213846,D,0.658147700213846,False,NY-09
